name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k14-04_1994,-12.5501,0.500088,-13.6031,-11.2234,-12.05,-13.0502,-12566.6,153377,-1.87852e+06,-17.651,140811,-165944,4.04789
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k14-04_1998,-12.3667,0.508111,-13.5408,-11.0372,-11.8586,-12.8748,-19183.8,234382,-2.87063e+06,-14.7816,215198,-253566,1.24076
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k14-04_2004,-9.66729,0.509721,-10.9917,-8.52258,-9.15757,-10.177,-26213.6,320291,-3.9228e+06,-16.5447,294077,-346504,5.55299
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k14-04_2006,-13.534,0.512774,-14.7791,-12.2428,-13.0213,-14.0468,-27985.2,341746,-4.18559e+06,-18.6909,313761,-369731,3.91179
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k14-04_2009,-16.9514,0.496465,-18.3362,-15.7153,-16.4549,-17.4478,-29249.1,356357,-4.3646e+06,-22.0207,327108,-385607,3.68455
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k14-04_2010,-16.6037,0.501544,-18.0632,-15.358,-16.1021,-17.1052,-29346,357540,-4.37908e+06,-21.2973,328194,-386886,3.23414
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k14-04_52990,-18.8492,0.474948,-20.2257,-17.2908,-18.3743,-19.3242,-32404.8,392874,-4.81191e+06,-23.9761,360469,-425279,3.75035
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k14-04_53118,-22.4929,0.44069,-23.7209,-21.1386,-22.0522,-22.9336,-32660.3,395953,-4.84961e+06,-24.7713,363293,-428613,1.05039
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k15-01_2033,-5.25977,0.495145,-6.49403,-3.61455,-4.76462,-5.75491,-3751.97,45571.4,-558165,-7.81289,41819.4,-49323.4,1.31885
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k15-03_2088,-8.94692,0.480776,-10.1623,-7.73376,-8.46614,-9.42769,-2948.63,35575.5,-435753,-14.1631,32626.9,-38524.2,4.00081
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k15-06_52981,-18.8863,0.477768,-19.8214,-17.7243,-18.4085,-19.3641,-30892.2,374022,-4.58101e+06,-22.3106,343130,-404914,2.48921
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k15-06_53109,-23.1637,0.494767,-24.4086,-21.7973,-22.6689,-23.6584,-31014.7,375493,-4.59902e+06,-24.4226,344478,-406507,0.0139552
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k15-09_2180,45.8504,0.512541,44.5567,47.5015,46.3629,45.3378,91.2109,3.44549,78.0081,98.5133,94.6564,87.7654,30.5065
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k15-10_2192,-2.47947,0.499389,-4.09965,-1.23955,-1.98008,-2.97886,-1537.75,16901.3,-206347,-5.43826,15363.5,-18439,1.33862
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k15-10_2194,0.112861,0.489187,-1.14233,1.58133,0.602048,-0.376326,-2217.53,24513.9,-299427,-2.80889,22296.4,-26731.4,1.66656
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k15-10_2196,-0.39753,0.505147,-2.18857,0.766782,0.107618,-0.902677,-2651.96,29413.6,-359414,-15.091,26761.6,-32065.6,12.9025
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k15-10_52989,-3.25495,0.45873,-4.6574,-2.30237,-2.79622,-3.71368,-2895.29,32109.7,-392468,-23.1354,29214.4,-35005,18.478
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:k15-10_53117,-4.6897,0.48938,-6.06789,-3.20412,-4.20032,-5.17908,-2968.62,32967.5,-402992,-31.3012,29998.9,-35936.1,25.2333
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2313,-14.7811,0.479128,-16.032,-13.378,-14.302,-15.2602,-37996.8,462046,-5.65907e+06,-17.12,424049,-500042,1.08805
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2315,-0.57639,0.547089,-2.20482,1.08951,-0.029301,-1.12348,-2181.43,26187,-320767,-11.7743,24005.6,-28368.4,9.56944
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2316,-1.30736,0.493658,-2.37566,0.0472964,-0.813701,-1.80102,-3741.11,45441.9,-556578,-16.3669,41700.7,-49183,13.9912
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2318,-4.40991,0.478899,-5.70319,-3.15775,-3.93101,-4.88881,-13721.4,167374,-2.04997e+06,-5.84668,153653,-181096,0.143489
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2320,-5.12464,0.464085,-6.48678,-3.77523,-4.66056,-5.58873,-16954.8,207113,-2.53665e+06,-12.6438,190159,-224068,6.15701
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2321,-5.80621,0.459766,-7.12719,-4.58826,-5.34644,-6.26597,-17855.3,218060,-2.67073e+06,-20.861,200204,-235915,13.7338
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2324,-6.7812,0.470801,-7.90636,-5.35591,-6.3104,-7.252,-21371.2,261186,-3.1989e+06,-13.8796,239815,-282557,5.97319
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2331,-8.6653,0.490285,-9.94576,-7.23035,-8.17502,-9.15559,-27619.6,337650,-4.1354e+06,-17.0258,310030,-365269,7.08008
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2335,-8.48988,0.469998,-9.64325,-7.07528,-8.01988,-8.95988,-29837.1,364815,-4.4681e+06,-11.7706,334978,-394652,2.12733
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2338,-8.87621,0.498493,-10.1741,-7.40763,-8.37772,-9.3747,-31770.4,388363,-4.75651e+06,-20.0657,356593,-420133,9.89152
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2339,-9.4171,0.51026,-10.6509,-8.33379,-8.90684,-9.92736,-32191.3,393559,-4.82015e+06,-22.5492,361368,-425750,11.8983
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2342,-9.99758,0.529926,-11.3888,-8.41415,-9.46766,-10.5275,-33560.2,410136,-5.02319e+06,-21.0005,376576,-443696,9.61177
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2343,-10.4246,0.464255,-11.8292,-9.11401,-9.96038,-10.8889,-33885.6,414216,-5.07315e+06,-12.3659,380331,-448102,0.536788
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2345,-10.6896,0.483597,-12.1354,-9.41171,-10.206,-11.1732,-34656.7,423207,-5.1833e+06,-14.2355,388550,-457864,2.10006
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2346,-11.9647,0.506468,-13.3169,-10.5823,-11.4582,-12.4712,-35081.4,427963,-5.24159e+06,-23.8894,392882,-463045,10.5725
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_53232,-16.7304,0.502872,-18.0568,-15.4591,-16.2275,-17.2333,-38782,471163,-5.77077e+06,-29.4855,432381,-509945,11.4286
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_53234,-17.0036,0.457764,-18.0845,-15.869,-16.5458,-17.4613,-38990.6,473916,-5.80447e+06,-20.0561,434926,-512907,1.97152
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_53235,-17.6887,0.48579,-18.6997,-16.4895,-17.2029,-18.1745,-39119,475256,-5.8209e+06,-27.9802,436137,-514375,9.28042
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2355,-3.96502,0.502204,-5.62531,-2.58054,-3.46281,-4.46722,-2059.99,24772.4,-303437,-19.0712,22712.4,-26832.4,13.4458
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2358,-4.65633,0.482961,-5.59414,-3.13706,-4.17336,-5.13929,-5823.38,70902,-868403,-16.8424,65078.6,-76725.4,11.2482
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2361,-5.08753,0.473266,-6.22499,-3.93078,-4.61427,-5.5608,-8168.29,99698.2,-1.22108e+06,-10.473,91529.9,-107867,4.24799
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2362,-6.47289,0.490202,-7.61193,-5.43399,-5.98268,-6.96309,-8776.18,107078,-1.31146e+06,-17.7947,98301.7,-115854,10.1827
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2366,-6.14731,0.461519,-7.37968,-5.05075,-5.68579,-6.60883,-11648.5,142219,-1.74186e+06,-15.9604,130570,-153867,8.58067
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2370,-6.03933,0.467743,-7.21817,-4.92382,-5.57158,-6.50707,-13888.8,169659,-2.07792e+06,-10.7569,155770,-183548,3.5387
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2373,-6.58338,0.534649,-8.1531,-5.22684,-6.04873,-7.11803,-15489.4,189225,-2.31756e+06,-13.9937,173735,-204714,5.84057
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2374,-8.17407,0.476442,-9.32339,-6.83509,-7.69763,-8.65052,-15899.1,194113,-2.37743e+06,-20.4237,178214,-210012,11.1003
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2377,-8.79364,0.491662,-10.1913,-7.61756,-8.30198,-9.2853,-17600.3,214792,-2.63071e+06,-19.7632,197191,-232392,9.57198
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2379,-7.72353,0.512391,-9.01509,-6.467,-7.21114,-8.23592,-18575.4,226450,-2.77351e+06,-11.2339,207875,-245025,2.21881
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2380,-11.8017,0.501049,-13.245,-10.229,-11.3007,-12.3028,-18943.4,230529,-2.8235e+06,-20.3068,211586,-249473,7.06178
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_13,0.0194109,0.515289,-1.42535,1.27807,0.5347,-0.495878,-714.783,8335.29,-102076,-2.61942,7620.5,-9050.07,1.19407
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_14,-0.243892,0.454379,-1.43202,0.784971,0.210487,-0.69827,-768.712,8941.99,-109509,-3.76273,8173.28,-9710.71,2.33071
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_15,-0.524958,0.492615,-1.67364,0.78078,-0.0323424,-1.01757,-822.717,9554.21,-117009,-4.99889,8731.49,-10376.9,3.32525
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_16,-0.952251,0.53985,-2.72839,0.378342,-0.412401,-1.4921,-873.852,10133.2,-124102,-5.62684,9259.36,-11007.1,2.89845
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_17,-1.57076,0.487926,-2.76587,-0.383173,-1.08284,-2.05869,-925.773,10717,-131255,-5.75874,9791.27,-11642.8,2.99287
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_18,-2.27622,0.511946,-3.45513,-0.5595,-1.76428,-2.78817,-977.125,11286.7,-138235,-5.9,10309.6,-12263.8,2.44488
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_19,-3.05172,0.506104,-4.42116,-1.76373,-2.54562,-3.55782,-1025.2,11824.9,-144830,-5.98411,10799.7,-12850.1,1.56295
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_20,-3.90813,0.493731,-5.05246,-2.60094,-3.4144,-4.40186,-1072.64,12367.4,-151475,-6.01565,11294.7,-13440,0.963195
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_21,-4.58729,0.471563,-5.91506,-3.55305,-4.11573,-5.05886,-1116.34,12879.4,-157748,-5.95832,11763.1,-13995.8,0.0432601
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_3,0.250946,0.474307,-0.934504,1.51227,0.725252,-0.223361,-124.814,1393.87,-17072.4,-1.22857,1269.06,-1518.69,0.294063
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_4,0.153885,0.534443,-1.08514,1.81127,0.688328,-0.380558,-192.995,2147.15,-26299.3,-3.19024,1954.15,-2340.14,2.10511
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_5,-0.210701,0.472667,-1.3599,1.58288,0.261966,-0.683368,-261.295,2908.91,-35630,-4.97602,2647.62,-3170.21,3.61612
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_6,-0.812262,0.502649,-2.16122,0.65401,-0.309613,-1.31491,-328.004,3654.58,-44763.6,-5.61488,3326.57,-3982.58,3.45366
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_7,-1.24162,0.523027,-2.82633,-0.0544275,-0.718596,-1.76465,-390.669,4361.42,-53421.5,-5.75986,3970.76,-4752.09,2.93353
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_8,-1.91322,0.503815,-3.03593,-0.498779,-1.40941,-2.41704,-453.138,5076.26,-62176.6,-5.82707,4623.12,-5529.39,2.79114
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_9,-1.56684,0.515424,-2.79524,-0.0379596,-1.05142,-2.08227,-501.863,5751.77,-70440.9,-3.81845,5249.91,-6253.64,1.02321
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-03_2435,-3.87864,0.516197,-5.2494,-2.44001,-3.36244,-4.39484,-1619.99,19598.8,-240055,-7.29753,17978.8,-21218.8,2.04812
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-03_2440,-6.31009,0.491296,-7.77603,-4.75771,-5.8188,-6.80139,-13211.8,160991,-1.9718e+06,-9.22734,147780,-174203,1.4513
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-03_2663,-12.4834,0.51674,-14.1323,-11.2557,-11.9667,-13.0002,-3458.18,41790.7,-511875,-20.9656,38332.5,-45248.9,6.8333
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-03_2665,-12.8241,0.498642,-14.1421,-11.4357,-12.3254,-13.3227,-8303.61,101040,-1.23753e+06,-21.7574,92735.9,-109343,7.61535
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-06_2709,1.5359,0.504656,0.195496,2.7212,2.04056,1.03125,-2380.1,29021.6,-355450,0.107864,26641.5,-31401.7,0.087632
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-07_2722,-0.5398,0.495726,-1.92682,0.928174,-0.0440736,-1.03553,-238.121,2805.59,-34370.2,-3.09124,2567.47,-3043.71,1.16442
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-07_2726,-1.62066,0.509685,-2.67292,-0.41473,-1.11098,-2.13035,-1644.39,19651.9,-240695,-4.04446,18007.5,-21296.3,1.37153
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-07_2727,-2.45624,0.5103,-4.0815,-1.15167,-1.94594,-2.96654,-1978.15,23294,-285261,-8.66579,21315.9,-25272.2,4.58429
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-07_2730,-3.35527,0.525165,-4.81838,-1.86567,-2.8301,-3.88043,-2833.22,32822.4,-401638,-6.16004,29989.2,-35655.6,1.34166
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-10_2828,-7.40231,0.492545,-8.5669,-6.29886,-6.90976,-7.89485,-6620.92,80584.8,-986999,-11.2848,73963.9,-87205.7,2.71792
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-10_2829,-6.20852,0.504034,-7.40162,-4.68684,-5.70449,-6.71256,-8068.87,98259.4,-1.20347e+06,-15.916,90190.5,-106328,8.51442
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-10_2830,-3.28938,0.453976,-4.51311,-1.9945,-2.8354,-3.74335,-9846.77,120220,-1.47242e+06,-11.3253,110373,-130067,6.81223
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-10_2835,-6.60027,0.470831,-7.68711,-5.21015,-6.12944,-7.0711,-31323.5,383122,-4.69231e+06,-15.4316,351799,-414446,7.74445
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-10_2837,-7.58599,0.424753,-8.88308,-6.70346,-7.16124,-8.01075,-40078.7,490490,-6.00728e+06,-11.0144,450411,-530568,2.1313
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-12_2946,-1.47984,0.463656,-2.8556,-0.290108,-1.01619,-1.9435,-974.18,10843.7,-132592,-3.21143,9869.49,-11817.9,0.355829
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-12_2947,-1.48512,0.502644,-2.77589,-0.0476272,-0.982476,-1.98776,-982.859,10939.4,-133758,-3.23255,9956.59,-11922.3,0.456655
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-14_2983,-6.73202,0.487167,-8.06283,-5.44037,-6.24485,-7.21918,-1035.91,10833.1,-131567,-9.89737,9797.16,-11869,1.83454
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-14_2985,-5.71308,0.533285,-6.88719,-4.30396,-5.1798,-6.24637,-1385.45,14749.5,-179454,-8.55071,13364.1,-16135,1.66352
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-14_2987,-6.0556,0.458982,-7.37638,-4.86087,-5.59661,-6.51458,-1552.21,16579.2,-201882,-10.45,15026.9,-18131.4,3.07367
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-14_2990,-6.10926,0.526471,-7.65831,-5.05441,-5.58279,-6.63574,-481.173,4556.07,-55215.8,-21.59,4074.89,-5037.24,13.9317
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-14_52734,-8.76133,0.521478,-10.0797,-7.55902,-8.23985,-9.2828,-1563.3,16503.1,-200977,-18.4537,14939.8,-18066.4,8.37395
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m13-14_53179,-10.3185,0.507741,-11.4001,-8.9548,-9.8108,-10.8263,-1427.37,14902,-181291,-20.8125,13474.6,-16329.4,9.41235
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m18-02_3208,5.15466,0.466487,3.80927,6.29942,5.62115,4.68817,28.163,15.4561,8.36967,79.6923,43.6191,12.7069,2.07025
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m18-02_3210,10.9235,0.537724,9.855,12.2523,11.4612,10.3857,39.1824,20.3072,16.2517,149.726,59.4895,18.8752,3.99938
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m18-02_3212,11.8147,0.451815,10.8213,12.9656,12.2665,11.3629,38.529,20.5883,15.7333,159.971,59.1173,17.9408,2.76769
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m18-02_3214,7.35216,0.550137,6.12138,9.03889,7.90229,6.80202,29.4507,19.7218,9.09486,153.637,49.1725,9.72887,0.0559747
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m18-02_3216,4.35524,0.455445,3.39076,5.69482,4.81068,3.89979,32.7707,19.3228,9.7202,155.148,52.0935,13.4479,4.02537
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m18-02_3218,9.26663,0.470252,8.01569,10.2921,9.73688,8.79638,38.2858,20.6001,14.9597,159.146,58.8859,17.6857,4.66759
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m18-02_3220,7.4231,0.512943,6.24929,8.76543,7.93604,6.91016,33.2361,19.0542,10.9021,155.618,52.2903,14.1819,2.13671
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m18-05_3273,0.469171,0.533337,-1.55191,1.58879,1.00251,-0.0641659,77.3898,611.329,4.4926,7510.31,688.719,-533.94,2.9038
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m18-05_3277,-2.9853,0.498184,-4.29476,-1.73494,-2.48712,-3.48349,359.189,4069.34,4.50115,49865.3,4428.53,-3710.15,6.23608
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:m18-05_3278,-2.30519,0.460344,-3.31329,-0.938759,-1.84485,-2.76553,475.16,5437.33,0.373699,66578.3,5912.49,-4962.17,1.31246
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-02_3357,70.3636,0.494057,69.1438,71.7009,70.8577,69.8696,100.905,3.26947,87.6968,115.044,104.175,97.6359,15.9959
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-02_3373,-15.9278,0.494128,-17.3038,-14.8132,-15.4337,-16.422,0.64516,1.21143,-7.30745,4.70175,1.85659,-0.566266,7.50573
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-02_3375,-12.3651,0.465845,-13.4811,-10.8258,-11.8992,-12.8309,-0.485901,0.752718,-2.45774,3.12168,0.266817,-1.23862,8.36801
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-02_3377,-16.2185,0.482934,-17.6435,-15.068,-15.7356,-16.7015,-5.51867,2.55261,-14.1747,-1.18479,-2.96606,-8.07128,0.893268
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-02_3379,-19.6021,0.52061,-20.9633,-18.2994,-19.0815,-20.1227,-1.39989,1.33649,-8.26009,0.462708,-0.0633983,-2.73637,10.0393
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-02_3381,-17.8174,0.469917,-19.3692,-16.6757,-17.3474,-18.2873,0.189675,0.704146,-2.49663,2.30344,0.893822,-0.514471,14.1791
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-02_3383,-21.16,0.501484,-22.473,-19.7758,-20.6585,-21.6615,-2.3465,3.04519,-13.4328,1.10046,0.698685,-5.39169,6.34294
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-04_3430,-1.22033,0.474216,-2.53818,0.269905,-0.746116,-1.69455,-1316.43,15388.9,-188535,-13.9215,14072.5,-16705.4,11.3834
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-04_3435,-6.54958,0.480783,-8.02287,-5.46221,-6.06879,-7.03036,-7314.66,88504.2,-1.08403e+06,-10.7447,81189.5,-95818.8,2.72182
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-04_3436,-9.12288,0.447152,-10.4709,-7.55096,-8.67573,-9.57003,-7666,91973,-1.12656e+06,-20.872,84307,-99639,10.4011
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-04_3439,-12.4525,0.507327,-13.7344,-11.076,-11.9452,-12.9599,-8421.1,99878.5,-1.22328e+06,-21.1723,91457.4,-108300,7.43793
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3490,-28.9497,0.470784,-29.9645,-27.8681,-28.4789,-29.4204,-28199.6,340635,-4.17211e+06,-37.2222,312436,-368835,7.25773
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3492,-13.9691,0.487687,-15.2572,-12.8509,-13.4815,-14.4568,-28324.3,342034,-4.18924e+06,-34.0781,313710,-370358,18.8209
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3493,-15.0862,0.502996,-16.5745,-13.6127,-14.5832,-15.5892,-28299.9,342036,-4.18924e+06,-25.1913,313737,-370336,8.6168
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3495,-9.903,0.499758,-11.5947,-8.74645,-9.40325,-10.4028,-3405.06,40831.3,-500150,-34.0453,37426.2,-44236.4,22.4506
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3496,-1.44208,0.501163,-3.25479,0.180654,-0.940919,-1.94325,-5233.43,63780.5,-781174,-12.9095,58547,-69013.9,9.65468
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3497,-12.9274,0.539146,-14.3096,-11.2071,-12.3883,-13.4666,-7780.76,94241.2,-1.1543e+06,-41.5563,86460.4,-102022,27.2467
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3498,-6.27311,0.4334,-7.26197,-5.04533,-5.83971,-6.70651,-9944.65,121223,-1.48471e+06,-22.3277,111278,-131167,15.0657
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3499,-19.4687,0.489235,-20.4292,-18.2164,-18.9795,-19.958,-11853.2,143982,-1.76351e+06,-42.6407,132129,-155836,22.2115
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3500,-7.47008,0.470639,-8.90425,-6.25729,-6.99944,-7.94072,-13620,166381,-2.03778e+06,-17.9052,152761,-180001,9.00098
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3501,-16.2485,0.499398,-17.6191,-14.8448,-15.7491,-16.7479,-15564.6,189750,-2.32402e+06,-34.7456,174185,-205314,17.1265
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3503,-22.9926,0.491688,-24.0063,-21.5281,-22.5009,-23.4843,-18332.8,223530,-2.73775e+06,-38.6316,205197,-241862,14.6253
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3505,-26.79,0.520683,-28.1838,-24.4109,-26.2693,-27.3107,-20681.2,252137,-3.08813e+06,-42.2051,231456,-272818,14.0214
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3507,-25.7946,0.490448,-27.3226,-24.5755,-25.3042,-26.2851,-22673.2,276479,-3.38626e+06,-39.9699,253806,-299152,12.6473
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3508,-25.6518,0.521861,-27.0196,-24.1809,-25.1299,-26.1737,-22673.2,276479,-3.38626e+06,-39.9699,253806,-299152,12.9503
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3510,-26.3301,0.542937,-27.6066,-24.9973,-25.7871,-26.873,-24193.6,295071,-3.61396e+06,-37.3452,270877,-319264,9.7386
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3514,-38.486,0.493871,-39.4687,-36.4797,-37.9921,-38.9798,-26519.5,322534,-3.95039e+06,-47.6048,296014,-349053,8.1361
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_3516,-46.3724,0.527951,-48.1325,-44.8611,-45.8445,-46.9004,-27352.8,331172,-4.05624e+06,-52.3226,303819,-358525,4.1901
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_52911,-40.0165,0.487616,-41.2577,-38.5548,-39.5289,-40.5041,-28316.7,341665,-4.18474e+06,-49.2793,313348,-369982,8.02167
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_52912,-10.4219,0.502507,-11.8656,-9.26387,-9.91936,-10.9244,-28192.6,340913,-4.17547e+06,-13.1026,312720,-369105,1.23695
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-06_53079,-20.7141,0.512722,-22.189,-19.6736,-20.2014,-21.2269,-28139.6,339604,-4.15949e+06,-46.6,311464,-367743,24.411
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-07_3518,-8.09732,0.545561,-9.66571,-6.5734,-7.55176,-8.64288,-1033.42,10746.6,-130482,-12.8239,9713.16,-11780,3.15822
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-07_3520,-1.91154,0.472682,-3.25584,-0.627978,-1.43886,-2.38423,-1377.6,14609.3,-177702,-10.6017,13231.7,-15986.9,7.3459
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:n13-07_3522,4.17199,0.478867,2.91151,5.52906,4.65086,3.69313,-1537.51,16386.7,-199485,-5.11488,14849.2,-17924.2,8.02639
